,Review,Category
285,La atención es esmerada y la calidad fantástica El precio no es escandaloso,servicio
286,"Me gusto, la comida rica y el sitio agradable, por poner un pero es un restaurante grande y a mi me gustan más lis sitios más recogidos y personales.",comida
287,Buen servicio y rápido .,servicio
288,La comida es deliciosa.,comida
289,"Lo primero que cabe resaltar es la excelente calidad de producto, una  buena parrilla, regado por unos magníficos vinos (un poco elevados de precio) un personal mas que correcto, en un lugar muy agradable, y todo esto se convierte en un lugar único para disfrutar",precio
290,"Filandon un restaurante fuera de categoría extraordinario, puesto con un exquisito gusto, y con una materia prima de superior calidad, precios en consonancia pero perfectamente asumibles, el servicio profesional y acorde al nivel del restaurante, si quieres comer el mejor pescado del mundo, éste es",servicio
291,"La comida muy buena, el servicio muy correcto y el entorno espectacular.",servicio
292,"Mala atención, no lo recomiendo.",servicio
293,Atento y adecuado relación calidad - precio razonable .,precio
294,La comida es deliciosa.,comida
295,"Lo primero que cabe resaltar es la excelente calidad de producto, una  buena parrilla, regado por unos magníficos vinos (un poco elevados de precio) un personal mas que correcto, en un lugar muy agradable, y todo esto se convierte en un lugar único para disfrutar",precio
296,"Filandon un restaurante fuera de categoría extraordinario, puesto con un exquisito gusto, y con una materia prima de superior calidad, precios en consonancia pero perfectamente asumibles, el servicio profesional y acorde al nivel del restaurante, si quieres comer el mejor pescado del mundo, éste es",precio
297,"La comida muy buena, el servicio muy correcto y el entorno espectacular.",comida
298,"Mala atención, no lo recomiendo.",servicio
299,"Sitio muy majo, pero con un servicio muy malo.",servicio
300,Servicio en mesa.,servicio
301,Atento y adecuado relación calidad - precio razonable .,precio
302,"Buena atención, y mejor comida .",servicio
303,Baños en la planta superior.Qué pena que empleados tan torpes,servicio
304,"La comida es buena, los pescados a la brasa buenísimos, pero la atención de los camareros pésima, la bebida que pedimos al principio tardo sus buenos 20 minutos, el caso es que había bastantes camareros pululando",comida
305,La atención es extraordinaria y la comida muy buena.,comida
306,No es barato pero la calidad es grande.,precio
307,"Por decir algo negativo, las almejas y el bogavante",servicio
308,"La comida fenomenal, de 10.",comida
309,El servicio no fue a la altura.,servicio
310,"Cuando entramos no nos indicaron que hay armarios (nos dimos cuenta nosotros en medio de la cena), de modo que nuestros abrigos largos quedaron manchados.",precio
311,El camarero,servicio
312,"Hemos comido muy bien, la atención un 10.",comida
313,No había comido nunca algo tan bueno,comida
314,"por motivos de trabajo reservaron en este restaurante apartado un poco de la ciudad, y muy bien, se aparca fenomenal y comimos muy bien, de precio me imagino que algo caro pero no lo se porque pago el jefe, pendiente volver con mi marido, volvere",precio
315,Y caro.,precio
316,"Camareros superamables y atentos.Las croquetas de carabinero excepcionales de textura y sabor, el arroz con almejas estaba bueno, punto, la ensaladilla rusa exquisita y las rabitas de calamar graciosas.pero veníamos por los",servicio
317,Respecto al precio ya lo sabíamos  pero la calidad lo justifica,precio
318,"Lo peor no fue eso sino el trato recibido por el encargado, una persona arrogante y con muy malos modales, diciendo",servicio
319,Hemos disfrutado de un día d cumpleaños inmejorable.Precio elevado?,precio
320,"En un restaurante con buen producto, un entorno inmejorable, buena de oración y pagando 60€ por persona por cena sin copa es inadmisible un servicio que no esté a la altura, no fueron profesionales, sirvieron como en un comedero y se permitían respuestas demasiado coloquiales .",precio
321,"La comida bien, tanto en calidad como en cantidad y lo dice",comida
322,"Merece la pena desplazarse a una comida de negocios o en familia si lo que quieren es degustar buen producto a un precio aceptable dentro de Madrid.Todo, el entorno y el servicio hace que merezca la pena.",precio
323,"El local es muy amplio, su decoración muy agradable y cuenta con una terraza y jardín preciosos.Muy buena materia prima a buen precioGran bodega",precio
324,"Muy buena calidad y muy buena atención.El arroz con carabineros muy rico, el rodaballo espectacular.Los postres deliciosos",servicio
325,"Restaurante muy agradable, atención del personal fantástica y la calidad de la comida buenísima.",servicio
326,"Nos recomendaron un pescado de temporada que estaba espectacular (romerete, un tipo de mero), entrantes estupendos y buenos postres.",comida
327,Buena comida pero el servicio sobre todo en la recepción del restaurante absolutamente pateticoPrácticamente te perdonan la vida Nada recomendable,comida
328,Espectacular restaurante donde degustar una carta variada.,comida
329,Tomamos unas alcachofas de entrante muy ricas.,comida
330,En realidad todo estaba buenísimo.,comida
331,Los pescados realmente espectaculares.,comida
332,Todo realmente bueno.Los postres espectaculares.,comida
333,"Una tarta de queso y una de manzana.La atención muy correcta, y el local impresiona, grande y",comida
334,Precio: 75 euros/persona.,precio
335,Comida de muy buena calidad.,comida
336,"Excelente el besugo y el tartar de atún; el pulpo a la brasa, discreto y el ceviche no me llamó la atención.",comida
337,Me encantan las sobremesas en este restaurante Aunque tiene muchas mesas es recomendable hacer reserva Es caro,precio
338,"El sitio es precioso, la comida muy bien..El servicio no demasiado amable.",servicio
339,"Los abrigos los colgaron en un armario inundado en el suelo..al sacarlos, una chaqueta cayó al suelo y quedó empapada..el camarero nos miró como",servicio
340,"El trato recibido por el encargado fue muy malo,",servicio
341,"Estuvimos en una comida familiar hace un par de dias, fuimos de los primeros en llegar y los camareros estaban aun desubicados  (aunque centrados al 100% tampoco estuvieron durante la comida ) probamos una gran variedad de platos, desde los mas sencillos y habituales como la",servicio
342,El servicio y la comida muy buenos.,comida
343,En mi caso probé el tartar de atún y el arroz de carabinero compartido.,comida
344,Buen producto y buen servicio.Quizas lo peor es el descampado donde tuvimos que aparcar.Quizas se espera mas para un local de esta categoríaCreo,comida
345,"El lugar es precioso, la atención que nos dieron fue muy buena y, la comida, espectacular.",servicio
346,"Finalmente pude ir a conocer el restaurante, Peña que de noche y en medio de una tormenta muy fuerte.Me ha encantado la atención, los camareros súper profesionales y senior.La carta es muy completa y además te aconsejan muy bien.Hemos cenado estupendamente, pero",servicio
347,"Aunque las fotos no tienen precio, es un fantástico lugar, la comida es de muy buena calidad, me quedé con ganas de probar la tarta de queso y el servicio es un poco peculiar pero es un lugar para visitar.",servicio
348,"La materia prima es fresca y de sabor estupendo, muy bien preparada.",comida
349,"Las raciones varían, algunas nos parecieron un poco escasas (la ensalada de tomate y espárragos) y otras generosas (los pescados eran grandes, claro que",comida
350,"Por todo lo demás, genial, buen y rápido  servicio, buena comida y producto de calidad.Pescaderias coruñesas no fallan  buenísimos los pescados.Dela para ir con niños.",servicio
351,"Comida super buena con preferenzia en pescado, un poquitin mas caro de lo normal pero se gana en calidad.",precio
352,"la calidad de la comida es excepcional, asi como el precio que sube bastante.",comida
353,"Es muy grande y dan servicio a muchas mesas a la vez, pero las salas están bien diferenciadas y",servicio
354,"Nos colocaron en el exterior con cagadas de pájaros en las sillas de plástico y hojas en el mantel, mucho camarero pero ninguno limpiaba ni se ocupaba de atender la mesa con prontitud.",servicio
355,"Personal amable, muy profesional y con buen servicio.",servicio
356,"Materia prima excelente, y bien tratada.",comida
357,Platos clásicos.,comida
358,"Pescados buenos, la carne también, arroces, y de postre la tarta templada de queso.Buen cocinado",comida
359,La comida del Filandon es buenísima.,comida
360,"El pulpo, el Rape, el salpicón de marisco, todo rico, rico.Los camareros muy amables.",comida
361,"La comida excelente, el ambiente muy agradable y el trato exquisito, .",servicio
362,"Croquetas de carabinero, almejas, sonsos de temporada, lenguado y rodaballo todo excelente.",comida
363,"Buen servicio, buena carta de vinos y tarta de queso y de limón muy ricas!",comida
364,La calidad del pescado y marisco muy buena el sason delicioso.,comida
365,El lenguado la paella negra.,comida
366,Las gambas con pizza lo postres wow el pie de queso  una carta de vinos muy aceptable familiar y en un lugar muy lindo Muy bien puesto y el,comida
367,"La comida buena: ensalada normal normal, gambas muy buenas, calamar bueno sin alaracas, besugo bueno de presentación punto y materia, carne excelente de materia y punto, postres buenos.",comida
368,80 € por una cena lamentable.,precio
369,"El lugar me parece impresionantemente bonito y la comida de una muy buena calidad y cuando llegas a los postres, para qué hablar.",comida
370,"Hemos ido varias veces a cenar por diversos motivos y en todas nos sigue sorprendiendo la amabilidad de todos los camareros, te atiendan o no directamente.",servicio
371,La comida muy buena.,comida
372,La carne perfecta.,comida
373,"Por otra parte, la comida está de 10 (el rodaballo estaba exquisito).",comida
374,"Como es lógico, el precio está por encima de la",precio
375,"Fuimos en familia (7 comensales + 3 carritos de bebé) y, en primer lugar, muy buena la atención del personal de sala, muy atentos con nosotros para que estuviésemos cómodos.La comida de notable calidad, empezando por la ensaladilla rusa y las rabas y los",servicio
376,Personal profesional y atento.,servicio
377,Fui por una comida familiar un domingo de agosto.,comida
378,Trato excelente buen producto y muy bien trabajado.,comida
379,No dejéis de probar la tarta de manzana!,comida
380,La comida es muy buena.,comida
381,"Buenos pescados a la plancha, aunque las raciones de los entrantes algo escasas, servicio bueno pero demasiado pendiente del “pijerio” y algo desbordado.",comida
382,Solo trabajan con productos de calidad y todos los platos que ofrecen son espectaculares.,comida
383,Excelente restaurante con carta de pescados y mariscos excepcional.,comida
384,Todos los platos están muy bien elaborados.,comida
385,Recomiendo la tarta de queso de postre.,comida
386,El trato recibido por parte de cada persona que nos atendió magnífico y la comida  TODO  lo que probamos de 10 .,servicio
387,"Servicio: 0-1 estrellasPrecio: 1-2 estrellasCalidad: 2-3 estrellasDespués de tanto tiempo esperando ir sólo me queda decir DECEPCIÓN.El servicio es horrible para un restaurante de categoría: vino sin dar a probar, cuchillos cogidos por la parte de cortar, tratamiento antipático.Precio caro",precio
388,"La guarnición más pobre no puede ser, te plantan",comida
389,El trato del personal exquisito.,servicio
390,Desde los aparcacoches pasando por la recepción y los camareros .,servicio
391,La comida bastante bien salvo el postre que fuimos especialmente por el postre de queso y dijeron que se había agotado siendo las 23:30h  También otro fallo,comida
392,Inconcebible en restaurante que se pretende de nivel.Los camareros casi te tiran la carta.,servicio
393,Malísimo,comida
394,"Quizás en otro tiempo fue bueno  hoy acumula una cantidad de despropósitos que lo convierten en un restaurante de postureo, por muchos coches buenos que haya en el parking.No voy a hablar del trato altivo de los camareros (alguno parece que te perdona la",servicio
395,"Qué lástima, solemos ir desde hace años y el cambio de dirección lo ha echado a perder.. Mal servicio.",servicio
396,"Primera vez en este espectacular restaurante, ambiente muy agradable, atención excelente y la comida fenomenal, repetible y recomendable 100%.",servicio
397,Muy buena presentación de  platos y atención del servicio .,servicio
398,El único pero es que el precio es algo elevado .,precio
399,"Comida normalita, incluyendo los conocidos congelados.",comida
400,Atención de los empleados buena.,servicio
401,"Y además la comida está muy buena, de notable alto.",comida
402,Muy buen pescado.,comida
403,"El postre normalito, pero bueno de sabor",comida
404,"Ya hemos ido en otras ocasiones.. Y qué podemos decir superior como siempre.Unos carabineros top, rodaballo top, lubina extraordinaria y entrecot en su punto y delicioso.Los postres como siempre de primera.Es un trasatlántico de la restauración.",comida
405,Hacen un pescado y arrroz riquisimo.,comida
406,Es caro pero merece muchísimo la pena.,precio
407,"Apuesta segura por la decoración, el trato recibido y la calidad de la materia prima.",servicio
408,"Precios acordes a la calidad, lo bueno se paga.",precio
409,"Excelentes arroces, pescados y postres.",comida
410,"estuvimos este sabado cenando pues hace un año estuvimos alli y hemos detectado un bajón respecto al año pasado.La calidad de la comida sigue siendo buena, pero encontramos que el servicio estaba desbordado por lo que en un sitio como este es un punto",servicio
411,Para el peque menú infantil que más bien parecía un plato combinado cutremente preparado.,comida
412,Nuestros platos eran más bien,comida
413,"La calidad de la comida sigue siendo buena, pero ha cambiado el servicio, están desbordados.",servicio
414,"Destacar que la comida es excelente, gran calidad y bien cocinada.",comida
415,Buen trato y rapidez de los empleados.,servicio
416,"Calidad-precio, correcto.",precio
417,Queríamos pescado a la brasa y pedimos consejo.,comida
418,Muy rápidos en la atención al llegar.,servicio
419,"No es un lugar barato, pero cuesta lo que vale.Jardín increible.",precio
420,"Servicio perfecto.Platos sin pretensiones, comida con genero excelente y perfecta.",comida
421,"Todo muy rico y con productos de calidad,el pulpo a la brasa de 10 y el bonito encebollado de 12Para repetir unas cuantas vecesAtención y servicio correcto,trato perfectoPara recomendar",servicio
422,"Cuando vas a un restaurante bien decorado con una terraza agradable y la comida está buena, un mal servicio,muy mal atendido hace que la valoración de un restaurante que podría ser muy bueno pase a ser malo y aún más si no es barato.",precio
423,Excelentes calidades.,comida
424,Pescado muy bueno destacando el lenguado.,comida
425,Carnes muy ricas.,comida
426,Disponen de una parrilla que le da un toque especial a muchos platos.,comida
427,"La semana pasada celebramos el cumpleaños de mi madre y nos decepcionó mucho.El servicio malo, y la comida dejó bastante que desear.",servicio
428,"En concreto las 3 hamburguesas que se pidieron estaban frías, muy hechas y con la carne que parecía congelada y descongelada varias",comida
429,El servicio amable y eficaz.,servicio
430,"La comida , el pulpo muy bueno, las croquetas tambien, la pizza de gambas pinta mejor de lo que luego resulta.",comida
431,Después tomamos un arroz,comida
432,"La comida estuvo deliciosa, dónde sobresalen los pescados a la brasa y los postres.",comida
433,Mal tono y formas para un,servicio
434,"Entrantes correctos: croquetas, piparras y verduras con carabinero.",comida
435,Con los primeros ya servidos y después de haber insistido al camarero para que,servicio
436,"Trato inmejorable, producto de primera calidad en un ambiente agradable.",servicio
437,"Zona muy amploa para que jueguen los niños y con terraza para poder vigilarlos, la comida muy buena y el precio controlado.",precio
438,"Excelente calidad precio, muy buena materia prima, amplia carta de vinos  servicio excelente.",comida
439,La comida estaba deliciosa y a un precio razonable,precio
440,Un lugar acogedor y relajado,ambiente
441,Personal rápido y atento,servicio
442,El restaurante estaba impecablemente limpio,limpieza
443,La presentación de los platos era impresionante y la comida estaba deliciosa,comida
444,El precio era alto pero justificado por la calidad de la comida y el servicio,precio
445,Fue muy animado y divertido,ambiente
446,Nos hicieron sentir como en casa,servicio
447,El restaurante estaba impecable,limpieza
448,La comida era innovadora y sorprendente,comida
449,El precio era elevado pero la experiencia valió la pena,precio
450,El ambiente era elegante y sofisticado,ambiente
451,El servicio fue amable y servicial en todo momento,servicio
452,El restaurante estaba muy bien cuidado y limpio,limpieza
453,La comida era deliciosa y tenía un sabor único,comida
454,El precio era justo y razonable para la calidad de la comida y el servicio,precio
455,El ambiente era tranquilo y relajante,ambiente
456,El servicio fue rápido y eficiente en todo momento,servicio
457,La limpieza del restaurante era impecable y muy cuidada,limpieza
458,La comida tenía una presentación impresionante y sabía increíble,comida
459,El precio era un poco alto pero valió la pena por la calidad de la experiencia gastronómica,precio
460,El ambiente era acogedor y romántico,ambiente
461,El servicio fue excepcional y nos atendieron con mucha amabilidad,servicio
462,El restaurante estaba limpio y ordenado en todo momento,limpieza
463,La comida era fresca y tenía un sabor increíble,comida
464,El precio era un poco elevado pero la calidad del servicio lo justificaba,precio
465,El ambiente era vibrante y divertido,ambiente
466,El servicio fue rápido y atento en todo momento,servicio
467,La limpieza del restaurante era impecable y estaba muy bien cuidada,limpieza
468,La comida era única y tenía un sabor excepcional,comida
469,El precio era elevado pero la experiencia gastronómica lo justificaba,precio
470,El ambiente era agradable y relajante,ambiente
471,El servicio fue amable y servicial durante toda la cena,servicio
472,El restaurante estaba muy bien cuidado y limpio en todo momento,limpieza
473,Todo fresco y tenía un sabor increíblemente bueno,comida
474,El precio era justo y razonable para la calidad del servicio y la comida,precio
475,El ambiente era animado y divertido,ambiente
476,El servicio fue excepcional y nos hicieron sentir muy bienvenidos,servicio
477,La limpieza del restaurante era impecable y muy bien cuidada,limpieza
478,La comida era innovadora y tenía un sabor excepcional,comida
479,El precio era un poco elevado pero la experiencia valió la pena,precio
480,La comida estaba deliciosa y a un precio razonable,precio
481,Caro pero justificado por la calidad de la comida y el servicio,precio
482,Precio elevado pero la experiencia valió la pena,precio
483,Precio justo y razonable para la calidad de la comida y el servicio,precio
484,El precio era un poco alto pero valió la pena por la calidad de la experiencia gastronómica,precio
485,El precio era un poco elevado pero la calidad del servicio lo justificaba,precio
486,El precio era justo para lo que ofrecía el restaurante,precio
487,El precio era demasiado caro para lo que ofrecía el restaurante,precio
488,El precio era muy asequible y la calidad de la comida era buena,precio
489,El precio era caro pero la comida era excelente,precio
490,La comida tenía un sabor único y estaba bien presentada,comida
491,La comida era fresca y tenía un sabor increíble,comida
492,La comida tenía una presentación impresionante y sabía increíble,comida
493,La comida era deliciosa y tenía un sabor único,comida
494,La comida era innovadora y sorprendente,comida
495,La comida era fresca y tenía un sabor increíblemente bueno,comida
496,La comida era deliciosa y estaba bien preparada,comida
497,La comida era sabrosa y tenía una buena presentación,comida
498,La comida era excepcional y tenía un sabor único,comida
499,La comida era buena pero no excepcional,comida
500,El servicio fue rápido y atento durante toda la cena,servicio
501,El servicio fue amable y servicial durante toda la cena,servicio
502,El servicio fue excepcional y nos hicieron sentir muy bienvenidos,servicio
503,El servicio fue rápido y eficiente en todo momento,servicio
504,El servicio fue excepcional y nos atendieron con mucha amabilidad,servicio
505,El servicio fue rápido y atento en todo momento,servicio
506,El servicio fue amable y servicial en todo momento,servicio
507,El servicio fue excepcional y nos hicieron sentir como en casa,servicio
508,El servicio fue excelente y nos hicieron sentir muy bien atendidos,servicio
509,El servicio fue atento y cordial durante toda la cena,servicio
510,Acogedor y relajado,ambiente
511,Ambiente era animado y divertido,ambiente
512,El sitio era elegante y sofisticado,ambiente
513,Tranquilo y relajante,ambiente
514,Agradable y relajante,ambiente
515,El ambiente era vibrante y divertido,ambiente
516,El ambiente era acogedor y romántico,ambiente
517,Demasiado ruidoso y agitado,ambiente
518,El ambiente era íntimo y acogedor,ambiente
519,El ambiente era moderno y sofisticado,ambiente
520,La limpieza del restaurante era impecable y estaba muy bien cuidada,limpieza
521,El restaurante estaba impecablemente limpio,limpieza
522,El restaurante estaba muy bien cuidado y limpio,limpieza
523,Los baños estaban sucios,limpieza
524,Daba asco verlo,limpieza
525,La atmósfera del restaurante era muy acogedora y relajante perfecta para una cena tranquila.,ambiente
526,"La iluminación y la música crearon una atmósfera relajante y acogedora.",ambiente
527,"El decorado era moderno y elegante, lo que lo hizo sentir sofisticado.",ambiente
528,"El restaurante tenía un ambiente animado y festivo, perfecto para una noche de fiesta.",ambiente
529,"La decoración rústica y los muebles de madera le dieron al lugar una sensación acogedora y hogareña.",ambiente
530,"La vista del paisaje desde la ventana agregó un toque pintoresco a la cena.",ambiente
531,"La música de jazz en vivo creó una atmósfera de club exclusivo.",ambiente
532,"El restaurante tenía una decoración minimalista y limpia, lo que lo hacía sentir muy moderno.",ambiente
533,"La brisa del mar que llegaba desde la terraza le daba al lugar una sensación tropical y relajante.",ambiente
534,"El jardín al aire libre creó una sensación de estar en un oasis lejos de la ciudad.",ambiente
535,"La decoración temática del lugar realmente te transportaba a otro lugar, una experiencia única.",ambiente
536,"La decoración del lugar era impresionante, cada detalle era cuidadosamente elegido para crear una atmósfera relajante y elegante.",ambiente
537,"Me encantó la música suave de fondo que creó una sensación de tranquilidad y elegancia en el restaurante.",ambiente
538,"El diseño del espacio es moderno y sofisticado, lo que hace que la experiencia sea aún más placentera.",ambiente
539,"El restaurante tiene una iluminación cálida y acogedora que hace que te sientas como en casa.",ambiente
540,"La vista desde el comedor era impresionante, con grandes ventanales que daban a un paisaje hermoso y relajante.",ambiente
541,"El espacio estaba perfectamente decorado con una mezcla de elementos modernos y clásicos que crearon una atmósfera única y acogedora.",ambiente
542,"La disposición de las mesas y sillas en el restaurante permitió una excelente circulación, lo que hizo que el espacio se sintiera más amplio y cómodo.",ambiente
543,"La música en vivo era perfecta, con una banda que tocaba melodías suaves y relajantes que se integraban perfectamente con el ambiente del restaurante.",ambiente
544,"El restaurante tenía una decoración minimalista pero muy elegante que creaba un ambiente tranquilo y sofisticado.",ambiente
545,"El diseño del lugar era una combinación perfecta de moderno y clásico, lo que lo hacía muy atractivo y acogedor.",ambiente
546,"Las plantas y flores del restaurante añadían un toque natural y fresco que creaba una atmósfera agradable y relajante.",ambiente
547,"El restaurante siempre luce impecable y organizado.",limpieza
548,"Me impresionó el alto nivel de higiene en el establecimiento.",limpieza
549,"Los espacios del restaurante siempre están relucientes.",limpieza
550,"La pulcritud en la cocina y en los baños es evidente.",limpieza
551,"Se nota que la atención a la higiene es una prioridad en este restaurante.",limpieza
552,"El ambiente del local es fresco y libre de malos olores.",limpieza
553,"Todo está perfectamente ordenado y en su lugar correspondiente.",limpieza
554,"Es evidente que se lleva un riguroso control de calidad en la limpieza del restaurante.",limpieza
555,"El restaurante siempre está impecablemente presentado.",limpieza
556,"La atención al detalle en cuanto a la limpieza es impresionante.",limpieza
